"#Parameters = {L=149.416; Lf=38; Lg=192.8032053872; W=102.45668571429; Wf=3.1; Wg=107.84389110149; ataslengkung=17.811178807947; bawahlengkung=49.475496688742; dgs=160; h=0.89786756453423; sampingdgs=0; skala=8.5380571428571; t=0.019640852974186}";;;;
"#""Frequency / MHz""";S1,1 [Mag];S1,1 [Pha in deg.];Ref.Imp. [Mag];Ref.Imp. [Pha in deg.]
57.779.998.779.297;0.35769329732596;-13.907.968.354.183;35.034.201.428.197;0.0000000000000
57.820.001.220.703;0.35798255624784;-13.926.524.648.611;35.034.201.428.197;0.0000000000000
57.859.997.558.594;0.35827038148425;-13.945.036.954.239;35.034.201.428.197;0.0000000000000
57.900.000.000.000;0.35855684751977;-13.963.511.417.736;35.034.201.428.197;0.0000000000000
57.940.002.441.406;0.35884190512994;-13.981.941.826.841;35.034.201.428.197;0.0000000000000
57.979.998.779.297;0.35912566991077;-14.000.339.477.719;35.034.201.428.197;0.0000000000000
58.020.001.220.703;0.35940815204134;-14.018.699.240.454;35.034.201.428.197;0.0000000000000
58.059.997.558.594;0.35968932103603;-14.037.015.208.685;35.034.201.428.197;0.0000000000000
58.100.000.000.000;0.35996926228508;-14.055.292.600.985;35.034.201.428.197;0.0000000000000
58.140.002.441.406;0.36024797612229;-14.073.537.583.784;35.034.201.428.197;0.0000000000000
58.179.998.779.297;0.36052545733312;-14.091.738.473.760;35.034.201.428.197;0.0000000000000
58.220.001.220.703;0.36080177351225;-14.109.906.873.497;35.034.201.428.197;0.0000000000000
58.259.997.558.594;0.36107695095225;-14.128.042.478.823;35.034.201.428.197;0.0000000000000
58.300.000.000.000;0.36135098156299;-14.146.134.279.448;35.034.201.428.197;0.0000000000000
58.340.002.441.406;0.36162392264876;-14.164.198.724.892;35.034.201.428.197;0.0000000000000
58.379.998.779.297;0.36189576652523;-14.182.219.418.645;35.034.201.428.197;0.0000000000000
58.420.001.220.703;0.36216653497078;-14.200.212.848.236;35.034.201.428.197;0.0000000000000
58.459.997.558.594;0.36243628843890;-14.218.168.027.830;35.034.201.428.197;0.0000000000000
58.500.000.000.000;0.36270505406049;-14.236.085.285.430;35.034.201.428.197;0.0000000000000
58.540.002.441.406;0.36297279966380;-14.253.969.258.917;35.034.201.428.197;0.0000000000000
58.579.998.779.297;0.36323957893321;-14.271.820.542.939;35.034.201.428.197;0.0000000000000
58.620.001.220.703;0.36350540294233;-14.289.644.506.565;35.034.201.428.197;0.0000000000000
58.659.997.558.594;0.36377031172258;-14.307.430.351.975;35.034.201.428.197;0.0000000000000
58.700.000.000.000;0.36403431056504;-14.325.194.510.113;35.034.201.428.197;0.0000000000000
58.740.002.441.406;0.36429741785258;-14.342.909.300.219;35.034.201.428.197;0.0000000000000
58.779.998.779.297;0.36455964721230;-14.360.602.011.597;35.034.201.428.197;0.0000000000000
58.820.001.220.703;0.36482105790897;-14.378.267.640.816;35.034.201.428.197;0.0000000000000
58.859.997.558.594;0.36508163077643;-14.395.894.841.569;35.034.201.428.197;0.0000000000000
58.900.000.000.000;0.36534136583552;-14.413.494.825.935;35.034.201.428.197;0.0000000000000
58.940.002.441.406;0.36560035069577;-14.431.073.047.050;35.034.201.428.197;0.0000000000000
58.979.998.779.297;0.36585853638588;-14.448.618.729.973;35.034.201.428.197;0.0000000000000
59.020.001.220.703;0.36611591915452;-14.466.136.885.933;35.034.201.428.197;0.0000000000000
59.059.997.558.594;0.36637259978982;-14.483.616.517.433;35.034.201.428.197;0.0000000000000
59.100.000.000.000;0.36662854720149;-14.501.074.566.931;35.034.201.428.197;0.0000000000000
59.140.002.441.406;0.36688379002016;-14.518.510.582.349;35.034.201.428.197;0.0000000000000
59.179.998.779.297;0.36713832566963;-14.535.914.164.529;35.034.201.428.197;0.0000000000000
59.220.001.220.703;0.36739216224899;-14.553.300.794.610;35.034.201.428.197;0.0000000000000
59.259.997.558.594;0.36764532789931;-14.570.649.451.764;35.034.201.428.197;0.0000000000000
59.300.000.000.000;0.36789782767739;-14.587.987.312.206;35.034.201.428.197;0.0000000000000
59.340.002.441.406;0.36814965385735;-14.605.286.606.344;35.034.201.428.197;0.0000000000000
59.379.998.779.297;0.36840090458688;-14.622.570.037.547;35.034.201.428.197;0.0000000000000
59.420.001.220.703;0.36865149370205;-14.639.825.610.038;35.034.201.428.197;0.0000000000000
59.459.997.558.594;0.36890143176131;-14.657.064.926.419;35.034.201.428.197;0.0000000000000
59.500.000.000.000;0.36915079344228;-14.674.277.160.439;35.034.201.428.197;0.0000000000000
59.540.002.441.406;0.36939951992027;-14.691.462.098.639;35.034.201.428.197;0.0000000000000
59.579.998.779.297;0.36964763728656;-14.708.641.302.093;35.034.201.428.197;0.0000000000000
59.620.001.220.703;0.36989520474068;-14.725.782.097.944;35.034.201.428.197;0.0000000000000
59.659.997.558.594;0.37014219221781;-14.742.912.568.334;35.034.201.428.197;0.0000000000000
59.700.000.000.000;0.37038855760758;-14.760.026.267.755;35.034.201.428.197;0.0000000000000
59.740.002.441.406;0.37063436226849;-14.777.112.386.796;35.034.201.428.197;0.0000000000000
59.779.998.779.297;0.37087961830451;-14.794.182.825.608;35.034.201.428.197;0.0000000000000
59.820.001.220.703;0.37112429230041;-14.811.230.771.758;35.034.201.428.197;0.0000000000000
59.859.997.558.594;0.37136840698916;-14.828.273.265.102;35.034.201.428.197;0.0000000000000
59.900.000.000.000;0.37161196231622;-14.845.288.674.192;35.034.201.428.197;0.0000000000000
59.940.002.441.406;0.37185489325793;-14.862.287.511.347;35.034.201.428.197;0.0000000000000
59.979.998.779.297;0.37209732038174;-14.879.275.758.211;35.034.201.428.197;0.0000000000000
60.020.001.220.703;0.37233916787540;-14.896.247.596.109;35.034.201.428.197;0.0000000000000
60.059.997.558.594;0.37258041477157;-14.913.202.853.355;35.034.201.428.197;0.0000000000000
60.100.000.000.000;0.37282109114844;-14.930.141.829.542;35.034.201.428.197;0.0000000000000
60.140.002.441.406;0.37306122197716;-14.947.074.865.911;35.034.201.428.197;0.0000000000000
60.179.998.779.297;0.37330074723221;-14.963.981.220.256;35.034.201.428.197;0.0000000000000
60.220.001.220.703;0.37353970658419;-14.980.881.705.474;35.034.201.428.197;0.0000000000000
60.259.997.558.594;0.37377802326816;-14.997.771.365.621;35.034.201.428.197;0.0000000000000
60.300.000.000.000;0.37401577869238;-15.014.650.117.673;35.034.201.428.197;0.0000000000000
60.340.002.441.406;0.37425288001598;-15.031.512.405.565;35.034.201.428.197;0.0000000000000
60.379.998.779.297;0.37448940075238;-15.048.369.377.437;35.034.201.428.197;0.0000000000000
60.420.001.220.703;0.37472527979206;-15.065.209.998.049;35.034.201.428.197;0.0000000000000
60.459.997.558.594;0.37496050951878;-15.082.044.924.635;35.034.201.428.197;0.0000000000000
60.500.000.000.000;0.37519511887437;-15.098.874.621.042;35.034.201.428.197;0.0000000000000
60.540.002.441.406;0.37542902132253;-15.115.687.667.727;35.034.201.428.197;0.0000000000000
60.579.998.779.297;0.37566226013782;-15.132.495.346.308;35.034.201.428.197;0.0000000000000
60.620.001.220.703;0.37589481212630;-15.149.297.683.298;35.034.201.428.197;0.0000000000000
60.659.997.558.594;0.37612665227741;-15.166.089.021.004;35.034.201.428.197;0.0000000000000
60.700.000.000.000;0.37635776391869;-15.182.874.889.674;35.034.201.428.197;0.0000000000000
60.740.002.441.406;0.37658815691368;-15.199.655.340.378;35.034.201.428.197;0.0000000000000
60.779.998.779.297;0.37681774115769;-15.216.430.388.612;35.034.201.428.197;0.0000000000000
60.820.001.220.703;0.37704658664382;-15.233.205.176.965;35.034.201.428.197;0.0000000000000
60.859.997.558.594;0.37727458331785;-15.249.963.724.116;35.034.201.428.197;0.0000000000000
60.900.000.000.000;0.37750182023795;-15.266.722.316.960;35.034.201.428.197;0.0000000000000
60.940.002.441.406;0.37772816744550;-15.283.475.314.661;35.034.201.428.197;0.0000000000000
60.979.998.779.297;0.37795366090887;-15.300.222.992.324;35.034.201.428.197;0.0000000000000
61.020.001.220.703;0.37817831346619;-15.316.976.318.542;35.034.201.428.197;0.0000000000000
61.059.997.558.594;0.37840201012692;-15.333.713.133.744;35.034.201.428.197;0.0000000000000
61.100.000.000.000;0.37862478305936;-15.350.466.006.242;35.034.201.428.197;0.0000000000000
61.140.002.441.406;0.37884656361858;-15.367.197.080.676;35.034.201.428.197;0.0000000000000
61.179.998.779.297;0.37906738017214;-15.383.939.301.970;35.034.201.428.197;0.0000000000000
61.220.001.220.703;0.37928715390639;-15.400.676.222.411;35.034.201.428.197;0.0000000000000
61.259.997.558.594;0.37950590473864;-15.417.412.756.758;35.034.201.428.197;0.0000000000000
61.300.000.000.000;0.37972356504132;-15.434.149.401.838;35.034.201.428.197;0.0000000000000
61.340.002.441.406;0.37994012662694;-15.450.880.618.112;35.034.201.428.197;0.0000000000000
61.379.998.779.297;0.38015555950025;-15.467.611.936.898;35.034.201.428.197;0.0000000000000
61.420.001.220.703;0.38036981088712;-15.484.348.691.361;35.034.201.428.197;0.0000000000000
61.459.997.558.594;0.38058290553385;-15.501.085.342.635;35.034.201.428.197;0.0000000000000
61.500.000.000.000;0.38079472195833;-15.517.822.043.260;35.034.201.428.197;0.0000000000000
61.540.002.441.406;0.38100530389696;-15.534.564.298.779;35.034.201.428.197;0.0000000000000
61.579.998.779.297;0.38121452499883;-15.551.300.652.068;35.034.201.428.197;0.0000000000000
61.620.001.220.703;0.38142246417510;-15.568.043.010.228;35.034.201.428.197;0.0000000000000
61.659.997.558.594;0.38162899863894;-15.584.785.148.589;35.034.201.428.197;0.0000000000000
61.700.000.000.000;0.38183413364821;-15.601.527.394.778;35.034.201.428.197;0.0000000000000
61.740.002.441.406;0.38203783004336;-15.618.274.909.951;35.034.201.428.197;0.0000000000000
61.779.998.779.297;0.38224003065230;-15.635.022.466.172;35.034.201.428.197;0.0000000000000
61.820.001.220.703;0.38244071949077;-15.651.775.618.766;35.034.201.428.197;0.0000000000000
61.859.997.558.594;0.38263984914251;-15.668.528.750.850;35.034.201.428.197;0.0000000000000
61.900.000.000.000;0.38283735303741;-15.685.292.664.904;35.034.201.428.197;0.0000000000000
61.940.002.441.406;0.38303325413060;-15.702.051.309.528;35.034.201.428.197;0.0000000000000
61.979.998.779.297;0.38322742606701;-15.718.815.356.497;35.034.201.428.197;0.0000000000000
62.020.001.220.703;0.38341985534264;-15.735.584.790.307;35.034.201.428.197;0.0000000000000
62.059.997.558.594;0.38361057674255;-15.752.354.357.964;35.034.201.428.197;0.0000000000000
62.100.000.000.000;0.38379946525663;-15.769.129.159.819;35.034.201.428.197;0.0000000000000
62.140.002.441.406;0.38398651446108;-15.785.904.202.659;35.034.201.428.197;0.0000000000000
62.179.998.779.297;0.38417164434382;-15.802.690.142.531;35.034.201.428.197;0.0000000000000
62.220.001.220.703;0.38435479431150;-15.819.475.684.907;35.034.201.428.197;0.0000000000000
62.259.997.558.594;0.38453603101264;-15.836.267.332.625;35.034.201.428.197;0.0000000000000
62.300.000.000.000;0.38471519410105;-15.853.058.521.084;35.034.201.428.197;0.0000000000000
62.340.002.441.406;0.38489228263152;-15.869.849.872.803;35.034.201.428.197;0.0000000000000
62.379.998.779.297;0.38506728737890;-15.886.652.181.357;35.034.201.428.197;0.0000000000000
62.420.001.220.703;0.38524012542859;-15.903.454.632.308;35.034.201.428.197;0.0000000000000
62.459.997.558.594;0.38541068505130;-15.920.262.208.903;35.034.201.428.197;0.0000000000000
62.500.000.000.000;0.38557904927928;-15.937.069.853.581;35.034.201.428.197;0.0000000000000
62.540.002.441.406;0.38574506447898;-15.953.883.026.906;35.034.201.428.197;0.0000000000000
62.579.998.779.297;0.38590876090574;-15.970.696.163.980;35.034.201.428.197;0.0000000000000
62.620.001.220.703;0.38607005895135;-15.987.509.255.668;35.034.201.428.197;0.0000000000000
62.659.997.558.594;0.38622891994235;-16.004.333.581.564;35.034.201.428.197;0.0000000000000
62.700.000.000.000;0.38638525656968;-16.021.163.195.616;35.034.201.428.197;0.0000000000000
62.740.002.441.406;0.38653906647647;-16.037.981.865.740;35.034.201.428.197;0.0000000000000
62.779.998.779.297;0.38669031226643;-16.054.811.438.733;35.034.201.428.197;0.0000000000000
62.820.001.220.703;0.38683892633009;-16.071.640.986.233;35.034.201.428.197;0.0000000000000
62.859.997.558.594;0.38698485632611;-16.088.470.707.496;35.034.201.428.197;0.0000000000000
62.900.000.000.000;0.38712802992702;-16.105.294.879.951;35.034.201.428.197;0.0000000000000
62.940.002.441.406;0.38726846008719;-16.122.129.910.511;35.034.201.428.197;0.0000000000000
62.979.998.779.297;0.38740607225583;-16.138.964.821.574;35.034.201.428.197;0.0000000000000
63.020.001.220.703;0.38754081353502;-16.155.799.846.772;35.034.201.428.197;0.0000000000000
63.059.997.558.594;0.38767262891685;-16.172.624.085.971;35.034.201.428.197;0.0000000000000
63.100.000.000.000;0.38780151904048;-16.189.459.171.034;35.034.201.428.197;0.0000000000000
63.140.002.441.406;0.38792736374087;-16.206.288.685.750;35.034.201.428.197;0.0000000000000
63.179.998.779.297;0.38805017448438;-16.223.112.653.102;35.034.201.428.197;0.0000000000000
63.220.001.220.703;0.38816990997079;-16.239.942.269.581;35.034.201.428.197;0.0000000000000
63.259.997.558.594;0.38828650240788;-16.256.761.020.822;35.034.201.428.197;0.0000000000000
63.300.000.000.000;0.38839989948895;-16.273.585.128.373;35.034.201.428.197;0.0000000000000
